"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp126--ACCESS-CM2--2075--2100","ssp126",0.27,0.14,0,91,0.1,61,76,82.3,0,0.1,0,0.05,18.8815394962527,200
"ssp126--AWI-CM-1-1-MR--2075--2001","ssp126",0.36,0.1,0,88,0.3,43,49,69.62,0.2,0.1,0.1,0.25,17.5976020454068,201
"ssp126--AWI-CM-1-1-MR--2075--2002","ssp126",0.33,0.26,0,90,0.1,43,49,70.3,0.1,0.1,0.2,0.05,17.8599661025862,202
"ssp126--AWI-CM-1-1-MR--2075--2003","ssp126",0.12,0,0.2,89,0.1,77,87,103.07,0.1,0,0.4,0.05,18.496139440071,203
"ssp126--AWI-CM-1-1-MR--2075--2004","ssp126",0.46,0.27,0,88,0.1,60,87,84.36,0,0,0,0,19.2917189487713,204
"ssp126--AWI-CM-1-1-MR--2075--2005","ssp126",0.12,0.2,0,92,0.1,52,58,77.66,0.2,0,0,0.1,17.6586964051707,205
"ssp126--AWI-CM-1-1-MR--2075--2006","ssp126",0.24,0.32,0,103,0.3,51,76,79.61,0,0.1,0.5,0.2,19.0215325973241,206
"ssp126--AWI-CM-1-1-MR--2075--2007","ssp126",0.18,0,0,86,0.2,42,48,71.17,0.4,0.1,0.3,0,17.2145946394251,207
"ssp126--AWI-CM-1-1-MR--2075--2008","ssp126",0.41,0.4,0,78,0.6,46,52,75.15,0.1,0,0.4,0.4,18.2467075788059,208
"ssp126--AWI-CM-1-1-MR--2075--2009","ssp126",0.19,0.46,0,90,0.5,66,72,95.67,0,0.1,0.1,0.1,19.1723671263296,209
"ssp126--AWI-CM-1-1-MR--2075--2010","ssp126",0.5,0.1,0,91,0.2,98,104,115.54,0,0,0.1,0,19.2971904647036,210
"ssp126--AWI-CM-1-1-MR--2075--2011","ssp126",0.28,0.25,0,75,0,42,79,65.14,0,0.1,0,0.2,19.6445510587912,211
"ssp126--AWI-CM-1-1-MR--2075--2012","ssp126",0.21,0.14,0,103,0.1,60,66,87.54,0.1,0.1,0.2,0.1,17.6588163487647,212
"ssp126--AWI-CM-1-1-MR--2075--2013","ssp126",0.47,0.28,0,80,0.3,64,70,74.65,0,0,0.1,0,17.478412765268,213
"ssp126--AWI-CM-1-1-MR--2075--2014","ssp126",0.2,0.1,0,77,0.1,42,82,71.1,0.1,0,0.1,0.3,18.4958469185222,214
"ssp126--AWI-CM-1-1-MR--2075--2015","ssp126",0.46,0.11,0,85,0.9,58,64,77.74,0,0,0.3,0.05,18.0361051618672,215
"ssp126--AWI-CM-1-1-MR--2075--2016","ssp126",0.2,0.22,0,107,0.2,46,52,68.26,0.1,0.1,0.3,0.2,18.0949081866676,216
"ssp126--AWI-CM-1-1-MR--2075--2017","ssp126",0.18,0.3,0,91,0.2,70,76,87.13,0.2,0,0.1,0.05,18.1933959498528,217
"ssp126--AWI-CM-1-1-MR--2075--2018","ssp126",0.1,0.77,0,107,0,57,63,84.37,0,0,0.4,0,18.2643180770635,218
"ssp126--AWI-CM-1-1-MR--2075--2019","ssp126",0.17,0.33,0,92,0.2,58,83,84.72,0,0.1,0.1,0,19.7055962051768,219
"ssp126--AWI-CM-1-1-MR--2075--2020","ssp126",0.34,0.1,0,73,0.25,76,86,96.33,0,0,0.1,0.1,19.6161788834975,220
"ssp126--AWI-CM-1-1-MR--2075--2021","ssp126",0.21,0.15,0,94,0.2,63,69,76.29,0.1,0,0.3,0.15,18.8775657382546,221
"ssp126--AWI-CM-1-1-MR--2075--2022","ssp126",0.18,0.3,0,101,0.1,42,74,77.27,0,0,0.1,0.3,18.5258312735251,222
"ssp126--AWI-CM-1-1-MR--2075--2023","ssp126",0.42,0.2,0,95,0,43,49,75.26,0.3,0,0.3,0.05,17.6011770225021,223
"ssp126--AWI-CM-1-1-MR--2075--2024","ssp126",0.26,0.37,0,97,0,44,50,76.37,0,0,0.3,0,18.5667360502173,224
"ssp126--AWI-CM-1-1-MR--2075--2025","ssp126",0.11,0.38,0,94,0,56,71,72.07,0,0,0.1,0.25,18.5599697487202,225
"ssp126--AWI-CM-1-1-MR--2075--2026","ssp126",0.34,0.11,0,106,0.3,55,61,85.38,0,0.1,0.1,0.1,19.1580727743321,226
"ssp126--AWI-CM-1-1-MR--2075--2027","ssp126",0.14,0.13,0,72,0.1,66,72,88.82,0,0.1,0.2,0.25,19.125132454547,227
"ssp126--AWI-CM-1-1-MR--2075--2028","ssp126",0.51,0.36,0,99,0.2,69,75,88.14,0,0,0.2,0.15,18.9798611920688,228
"ssp126--AWI-CM-1-1-MR--2075--2029","ssp126",0.3,0.53,0.25,75,0.3,47,53,76.51,0.2,0,0.2,0.15,18.5073795403718,229
"ssp126--AWI-CM-1-1-MR--2075--2030","ssp126",0.15,0.24,0,96,0.2,45,51,73.71,0,0.3,0.3,0.4,17.9317812618946,230
"ssp126--AWI-CM-1-1-MR--2075--2031","ssp126",0.33,0.27,0,91,0.1,48,79,78.95,0,0,0.1,0,18.1451175106585,231
"ssp126--AWI-CM-1-1-MR--2075--2032","ssp126",0.47,0.12,0.2,86,0.1,59,65,82.28,0,0,0.1,0,18.8726340049301,232
"ssp126--AWI-CM-1-1-MR--2075--2033","ssp126",0.25,0.3,0,93,0.1,70,81,88.78,0,0,0,0,18.680255151974,233
"ssp126--AWI-CM-1-1-MR--2075--2034","ssp126",0.29,0.13,0,90,0.1,53,59,73,0.1,0,0,0.5,18.7245965718018,234
"ssp126--AWI-CM-1-1-MR--2075--2035","ssp126",0.25,0.32,0,95,0.3,53,59,80.94,0.7,0.1,0,0.1,16.9613716843264,235
"ssp126--AWI-CM-1-1-MR--2075--2036","ssp126",0.11,0.33,0,85,0.6,64,70,87.03,0,0,0.1,0.05,18.3405030451919,236
"ssp126--AWI-CM-1-1-MR--2075--2037","ssp126",0.06,0.11,0.2,88,0.7,42,79,73.71,0,0.1,0.1,0.25,17.8077881994465,237
"ssp126--AWI-CM-1-1-MR--2075--2038","ssp126",0.49,0.27,0,96,0.4,42,48,74.69,0,0.1,0.2,0,17.927508399533,238
"ssp126--AWI-CM-1-1-MR--2075--2039","ssp126",0.39,0.3,0,95,0,59,65,87.62,0.1,0.1,0.3,0.45,17.3751836580632,239
"ssp126--AWI-CM-1-1-MR--2075--2040","ssp126",0.12,0.37,0,86,0.1,47,53,78.09,0.5,0,0.1,0.1,17.4480279585759,240
"ssp126--AWI-CM-1-1-MR--2075--2041","ssp126",0.29,0.44,0,109,0.1,52,72,80.23,0.1,0,0,0.1,18.4507163031963,241
"ssp126--AWI-CM-1-1-MR--2075--2042","ssp126",0.3,0,0,102,0.2,57,63,82.89,0,0.2,0.4,0.05,19.2324668877934,242
"ssp126--AWI-CM-1-1-MR--2075--2043","ssp126",0.29,0.38,0,96,0.2,57,92,88.18,0,0,0.1,0.15,19.1012974549612,243
"ssp126--AWI-CM-1-1-MR--2075--2044","ssp126",0.42,0.12,0,97,0.3,74,80,89.48,0,0,0.2,0.1,18.6234811335045,244
"ssp126--AWI-CM-1-1-MR--2075--2045","ssp126",0.21,0.37,0,108,0.3,75,81,94.27,0,0,0.2,0.05,18.3897426399642,245
"ssp126--AWI-CM-1-1-MR--2075--2046","ssp126",0.37,0.53,0,100,0.8,66,72,85.47,0,0,0.1,0.1,18.9472664202621,246
"ssp126--AWI-CM-1-1-MR--2075--2047","ssp126",0.3,0.45,0,89,0.5,102,108,118.38,0,0.1,0.3,0.05,19.9290564797824,247
"ssp126--AWI-CM-1-1-MR--2075--2048","ssp126",0.38,0.29,0,84,0.2,60,66,85.09,0,0,0.3,0.2,18.2396407757967,248
"ssp126--AWI-CM-1-1-MR--2075--2049","ssp126",0.06,0.15,0,83,0,62,68,86.5,0,0,0.2,0.05,18.9696239965365,249
"ssp126--AWI-CM-1-1-MR--2075--2050","ssp126",0.29,0,0,79,0.4,48,91,70.25,0.1,0,0.1,0,18.4738750887308,250
"ssp126--AWI-CM-1-1-MR--2075--2051","ssp126",0.31,0.22,0,90,0.1,42,69,69.79,0,0,0.1,0.15,18.5774998078329,251
"ssp126--AWI-CM-1-1-MR--2075--2052","ssp126",0,0.13,0,86,0,48,54,78.14,0,0,0.2,0,18.3540642647911,252
"ssp126--AWI-CM-1-1-MR--2075--2053","ssp126",0.15,0,0.3,105,0.1,58,64,83.77,0,0,0.2,0.05,18.253184383108,253
"ssp126--AWI-CM-1-1-MR--2075--2054","ssp126",0.16,0.26,0,83,0.3,60,68,85.59,0,0,0.2,0.3,18.6998309228797,254
"ssp126--AWI-CM-1-1-MR--2075--2055","ssp126",0.29,0.11,0,80,0.2,62,68,80.66,0,0.1,0.1,0.1,18.3941093281848,255
"ssp126--AWI-CM-1-1-MR--2075--2056","ssp126",0.28,0.13,0,103,0,42,80,72.99,0,0.1,0,0,19.1761878618469,256
"ssp126--AWI-CM-1-1-MR--2075--2057","ssp126",0.36,0.12,0,103,0.3,55,66,85.49,0.3,0.3,0.1,0.05,18.2237041039277,257
"ssp126--AWI-CM-1-1-MR--2075--2058","ssp126",0.2,0.11,0,82,0.3,79,85,96.95,0,0.2,0.1,0.05,19.5045904993553,258
"ssp126--AWI-CM-1-1-MR--2075--2059","ssp126",0.15,0.31,0,94,0.1,65,71,86.94,0,0,0.2,0,18.7944944165669,259
"ssp126--AWI-CM-1-1-MR--2075--2060","ssp126",0.38,0.28,0,94,0.1,79,85,92.43,0,0,0,0.1,18.9171752368282,260
"ssp126--AWI-CM-1-1-MR--2075--2061","ssp126",0.33,0.27,0,82,0.1,88,94,102.15,0,0,0.3,0.1,18.8480327496927,261
"ssp126--AWI-CM-1-1-MR--2075--2062","ssp126",0.31,0.27,0,70,0.4,42,48,71.21,0.2,0,0.1,0,17.1495151104655,262
"ssp126--AWI-CM-1-1-MR--2075--2063","ssp126",0.24,0.11,0,91,0.1,60,66,81.11,0,0.3,0.5,0.4,19.0234022865757,263
"ssp126--AWI-CM-1-1-MR--2075--2064","ssp126",0.3,0.44,0,95,0.2,43,52,75.16,0.3,0,0.2,0,17.8101758905418,264
"ssp126--AWI-CM-1-1-MR--2075--2065","ssp126",0.26,0.24,0,69,0.2,51,66,85.17,0,0.1,0.2,0,18.8621578792884,265
"ssp126--AWI-CM-1-1-MR--2075--2066","ssp126",0.21,0.64,0,89,0.2,74,80,93.45,0,0.1,0.2,0,19.4387819087616,266
"ssp126--AWI-CM-1-1-MR--2075--2067","ssp126",0.24,0.33,0,85,0.1,66,72,90.17,0.1,0,0.3,0,18.954346098429,267
"ssp126--AWI-CM-1-1-MR--2075--2068","ssp126",0.39,0.41,0,91,0.2,73,79,95.3,0.3,0.2,0.3,0,18.938809649919,268
"ssp126--AWI-CM-1-1-MR--2075--2069","ssp126",0.19,0.34,0,94,0.2,68,74,92.26,0,0,0.2,0.2,18.7811122100882,269
"ssp126--AWI-CM-1-1-MR--2075--2070","ssp126",0.23,0.35,0,99,0.1,42,54,71.97,0.1,0,0.2,0.1,17.4418929071635,270
"ssp126--AWI-CM-1-1-MR--2075--2071","ssp126",0.17,0.32,0,85,0.3,50,56,75.38,0,0,0.2,0.05,17.6574662012979,271
"ssp126--AWI-CM-1-1-MR--2075--2072","ssp126",0.06,0.11,0,90,0.2,59,65,84.15,0.1,0,0.2,0,18.2144626549404,272
"ssp126--AWI-CM-1-1-MR--2075--2073","ssp126",0.38,0.13,0,89,0.2,76,82,86.08,0,0.1,0.5,0.05,19.6071663818385,273
"ssp126--AWI-CM-1-1-MR--2075--2074","ssp126",0.31,0,0,96,0,42,48,67.55,0.4,0.1,0.1,0,16.507459685762,274
"ssp126--AWI-CM-1-1-MR--2075--2075","ssp126",0.21,0,0,73,0.7,53,59,82.13,0,0.1,0.3,0.05,18.2827344289735,275
"ssp126--AWI-CM-1-1-MR--2075--2076","ssp126",0.26,0.1,0,80,0.2,52,58,79.06,0.2,0,0.3,0.15,17.5131611915104,276
"ssp126--AWI-CM-1-1-MR--2075--2077","ssp126",0.21,0.12,0,92,0.3,60,66,86.14,0,0,0.3,0.3,18.476143327446,277
"ssp126--AWI-CM-1-1-MR--2075--2078","ssp126",0.17,0.2,0,97,0.2,68,74,90.81,0,0,0.4,0,18.7815701439522,278
"ssp126--AWI-CM-1-1-MR--2075--2079","ssp126",0.19,0,0,90,0.5,48,54,78.22,0,0.1,0,0.35,18.9245353433355,279
"ssp126--AWI-CM-1-1-MR--2075--2080","ssp126",0.42,0.26,0,94,0.1,83,89,99.36,0,0.1,0.1,0.15,19.2959124306294,280
"ssp126--AWI-CM-1-1-MR--2075--2081","ssp126",0.23,0,0.2,89,0.2,72,78,94.66,0.1,0.2,0.2,0,17.8405473517502,281
"ssp126--AWI-CM-1-1-MR--2075--2082","ssp126",0.2,0,0,93,0.5,42,64,73.69,0,0,0.1,0,18.8012746785365,282
"ssp126--AWI-CM-1-1-MR--2075--2083","ssp126",0.38,0.14,0,87,0,45,71,75.22,0.1,0.2,0.1,0,17.5279941826826,283
"ssp126--AWI-CM-1-1-MR--2075--2084","ssp126",0.31,0.37,0,92,0,89,95,103.33,0,0,0.1,0,19.5563784489414,284
"ssp126--AWI-CM-1-1-MR--2075--2085","ssp126",0.52,0.4,0,95,0.1,78,86,96.44,0.1,0.2,0.1,0.2,18.9402830915325,285
"ssp126--AWI-CM-1-1-MR--2075--2086","ssp126",0.31,0.33,0,84,0.5,80,86,100.04,0,0,0.1,0.05,19.7699331502867,286
"ssp126--AWI-CM-1-1-MR--2075--2087","ssp126",0.18,0.51,0,84,0.4,70,76,89.11,0,0,0,0,18.3725583408717,287
"ssp126--AWI-CM-1-1-MR--2075--2088","ssp126",0.11,0.1,0,84,0.1,83,89,103.02,0,0,0.1,0.15,19.6493845782602,288
"ssp126--AWI-CM-1-1-MR--2075--2089","ssp126",0.31,0,0,82,0,62,86,88.69,0,0,0.2,0,18.2584197192249,289
"ssp126--AWI-CM-1-1-MR--2075--2090","ssp126",0.19,0.57,0,107,0.2,81,87,97.39,0,0,0,0,19.3588951561695,290
"ssp126--AWI-CM-1-1-MR--2075--2091","ssp126",0.12,0.14,0,88,0.1,72,78,94.93,0,0,0.1,0,18.5163582736837,291
"ssp126--AWI-CM-1-1-MR--2075--2092","ssp126",0.23,0.24,0,103,0.2,61,69,84.89,0.1,0.1,0.3,0,18.8120614844118,292
"ssp126--AWI-CM-1-1-MR--2075--2093","ssp126",0.28,0.24,0,87,0.2,58,73,75.28,0.3,0.2,0.3,0.2,17.2312610012593,293
"ssp126--AWI-CM-1-1-MR--2075--2094","ssp126",0.28,0.48,0,96,0.1,64,77,91.13,0,0,0.4,0,19.5765456662937,294
"ssp126--AWI-CM-1-1-MR--2075--2095","ssp126",0.36,0.45,0,105,0.1,50,56,77.32,0.5,0,0.1,0.05,16.5501873706297,295
"ssp126--AWI-CM-1-1-MR--2075--2096","ssp126",0.13,0.11,0,86,0.2,42,48,60.82,0,0,0.2,0,17.1627929167905,296
"ssp126--AWI-CM-1-1-MR--2075--2097","ssp126",0.12,0.25,0,89,0,62,75,81.76,0,0.1,0.3,0,18.3171376454096,297
"ssp126--AWI-CM-1-1-MR--2075--2098","ssp126",0.36,0.24,0,90,0.1,58,70,86.31,0,0,0.2,0.15,18.6126114401613,298
"ssp126--AWI-CM-1-1-MR--2075--2099","ssp126",0.42,0.51,0,85,0.45,74,80,99.1,0,0,0.2,0.05,19.0290703599438,299
"ssp126--AWI-CM-1-1-MR--2075--2100","ssp126",0.24,0.22,0,80,0.3,74,86,95.38,0,0,0.3,0,19.2887050411401,300
"ssp126--CMCC-ESM2--2075--2001","ssp126",0.41,0.39,0,97,0.3,42,48,66.21,0.1,0.4,0.1,0.45,18.2774464204816,301
"ssp126--CMCC-ESM2--2075--2002","ssp126",0.33,0.22,0,93,0,42,48,72.69,0.1,0.4,0.1,0.2,18.5301997088006,302
"ssp126--CMCC-ESM2--2075--2003","ssp126",0.12,0.12,0.2,100,0.1,64,70,91.15,0.1,0.6,0.5,0.55,18.389791684261,303
"ssp126--CMCC-ESM2--2075--2004","ssp126",0.46,0.35,0,111,0.1,59,65,79.78,0.2,0.3,0,0.25,18.4516955120631,304
"ssp126--CMCC-ESM2--2075--2005","ssp126",0.12,0.2,0,105,0.2,52,58,77.54,0.1,0.6,0,0.6,18.4070457396744,305
"ssp126--CMCC-ESM2--2075--2006","ssp126",0.18,0.32,0,106,0.3,47,53,72.37,0.3,0.7,0.5,0.7,17.9852321102818,306
"ssp126--CMCC-ESM2--2075--2007","ssp126",0.18,0.2,0,100,0.2,42,48,72.75,0.5,0.3,0.3,0.15,17.6878402136419,307
"ssp126--CMCC-ESM2--2075--2008","ssp126",0.41,0.48,0,93,0.5,45,51,69.65,0.1,0.7,0.4,1,18.5178084760983,308
"ssp126--CMCC-ESM2--2075--2009","ssp126",0.19,0.48,0,103,0.5,48,66,80.63,0,0.7,0,0.65,19.4708945226116,309
"ssp126--CMCC-ESM2--2075--2010","ssp126",0.5,0.24,0,104,0.2,46,71,80.14,0.4,0.3,0.1,0.05,18.0023234131094,310
"ssp126--CMCC-ESM2--2075--2011","ssp126",0.26,0.35,0,94,0,42,58,65.69,0.2,0.6,0,0.5,18.8819521957455,311
"ssp126--CMCC-ESM2--2075--2012","ssp126",0.21,0.6,0,112,0.1,60,66,84.46,0.1,0.5,0.2,0.35,18.2206410377055,312
"ssp126--CMCC-ESM2--2075--2013","ssp126",0.46,0.44,0,93,0.3,58,64,71.79,0,0.4,0.1,0,18.012441650564,313
"ssp126--CMCC-ESM2--2075--2014","ssp126",0.25,0.49,0,87,0.1,42,49,67.38,0.2,0.3,0.1,0.55,17.5945969001935,314
"ssp126--CMCC-ESM2--2075--2015","ssp126",0.43,0.57,0,92,0.9,55,61,74.81,0,0.4,0.3,0.35,18.4230971595894,315
"ssp126--CMCC-ESM2--2075--2016","ssp126",0.2,0.46,0,114,0.1,45,51,66.96,0,0.6,0.2,0.45,18.6428060813939,316
"ssp126--CMCC-ESM2--2075--2017","ssp126",0.13,0.51,0,96,0.2,52,71,74.64,0.2,0.6,0.1,0.55,18.8238579661666,317
"ssp126--CMCC-ESM2--2075--2018","ssp126",0.1,0.79,0,116,0,56,62,82.98,0,0.2,0.3,0.25,18.8975992103124,318
"ssp126--CMCC-ESM2--2075--2019","ssp126",0.17,0.2,0,102,0.3,54,60,79.46,0.2,0.3,0.1,0.2,18.3487727383584,319
"ssp126--CMCC-ESM2--2075--2020","ssp126",0.33,0.21,0,93,0.15,50,75,77.44,0.1,0.3,0.1,0.35,19.4964196903468,320
"ssp126--CMCC-ESM2--2075--2021","ssp126",0.18,0.35,0,102,0.2,60,66,73.06,0,0.3,0.3,0.9,19.2916032857853,321
"ssp126--CMCC-ESM2--2075--2022","ssp126",0.18,0.44,0,109,0.1,42,72,76.14,0,0.6,0.1,0.85,18.6007629777269,322
"ssp126--CMCC-ESM2--2075--2023","ssp126",0.42,0.48,0,107,0,42,48,69.78,0.4,0.6,0.3,0.45,18.1244424456823,323
"ssp126--CMCC-ESM2--2075--2024","ssp126",0.26,0.4,0,105,0,44,50,76.22,0,0.5,0.4,0.35,19.2099201612825,324
"ssp126--CMCC-ESM2--2075--2025","ssp126",0.11,0.49,0,103,0,53,62,71.65,0.1,0.6,0.1,0.9,18.499284914399,325
"ssp126--CMCC-ESM2--2075--2026","ssp126",0.34,0.44,0,119,0.3,52,58,80.99,0,0.4,0.1,0.4,19.7271947792203,326
"ssp126--CMCC-ESM2--2075--2027","ssp126",0.24,0.24,0,93,0.1,65,71,90.15,0,0.6,0.2,0.65,19.4555497145189,327
"ssp126--CMCC-ESM2--2075--2028","ssp126",0.51,0.54,0,108,0.2,53,68,76.44,0,0.5,0.2,0.5,19.2231862025016,328
"ssp126--CMCC-ESM2--2075--2029","ssp126",0.3,0.54,0.25,81,0.2,47,53,73.83,0.2,0.5,0.1,0.35,19.0573330259829,329
"ssp126--CMCC-ESM2--2075--2030","ssp126",0.15,0.22,0,103,0.2,45,51,74.08,0,0.5,0.3,0.9,18.8010455671089,330
"ssp126--CMCC-ESM2--2075--2031","ssp126",0.33,0.55,0,103,0,47,55,73.92,0.1,0.2,0.1,0.05,17.5790198205599,331
"ssp126--CMCC-ESM2--2075--2032","ssp126",0.39,0.35,0.2,100,0.1,58,64,82.53,0,0.2,0.1,0.05,19.028922692907,332
"ssp126--CMCC-ESM2--2075--2033","ssp126",0.26,0.58,0,107,0.1,67,74,83.54,0,0.6,0,0,18.8367369801085,333
"ssp126--CMCC-ESM2--2075--2034","ssp126",0.29,0.3,0,95,0.1,52,58,70.74,0.1,0.7,0,0.95,19.0124200305236,334
"ssp126--CMCC-ESM2--2075--2035","ssp126",0.25,0.28,0,108,0.4,52,58,76.51,0.5,0.3,0,0.4,17.6046218087832,335
"ssp126--CMCC-ESM2--2075--2036","ssp126",0.11,0.34,0,93,0.6,62,68,83.83,0,0,0.1,0.15,18.6486680763102,336
"ssp126--CMCC-ESM2--2075--2037","ssp126",0.06,0.47,0,96,0.6,42,77,68.9,0,0.4,0.1,0.75,18.1870346690794,337
"ssp126--CMCC-ESM2--2075--2038","ssp126",0.47,0.27,0,104,0.4,42,48,70.06,0,0.2,0.2,0.35,18.9390265950578,338
"ssp126--CMCC-ESM2--2075--2039","ssp126",0.38,0.48,0,103,0,42,58,68.33,0.1,0.9,0.3,0.9,17.9057933492981,339
"ssp126--CMCC-ESM2--2075--2040","ssp126",0.18,0.32,0,96,0,47,53,75.74,0.5,0.9,0.1,0.5,18.0436445807956,340
"ssp126--CMCC-ESM2--2075--2041","ssp126",0.26,0.53,0,113,0.1,42,51,66.16,0.1,0.6,0,0.3,18.3709271805491,341
"ssp126--CMCC-ESM2--2075--2042","ssp126",0.25,0.38,0,109,0,56,62,80.87,0,0.4,0.3,0.15,19.4876101736973,342
"ssp126--CMCC-ESM2--2075--2043","ssp126",0.29,0.54,0,106,0.2,55,71,83.9,0,0.3,0.1,0.65,18.4287899151053,343
"ssp126--CMCC-ESM2--2075--2044","ssp126",0.36,0.42,0,109,0.3,60,75,81.86,0.1,0.2,0.1,0.3,19.0493873715761,344
"ssp126--CMCC-ESM2--2075--2045","ssp126",0.14,0.51,0,115,0.4,60,75,81.37,0,0.1,0.2,0.1,18.8445588384993,345
"ssp126--CMCC-ESM2--2075--2046","ssp126",0.37,0.74,0,109,0.8,55,61,77.96,0,0.1,0,0.4,19.1277528364717,346
"ssp126--CMCC-ESM2--2075--2047","ssp126",0.3,0.28,0,100,0.4,62,75,89.88,0,0.3,0.2,0.45,18.3654397186126,347
"ssp126--CMCC-ESM2--2075--2048","ssp126",0.35,0.7,0,88,0.1,59,65,83.63,0,0.1,0.3,0.75,18.9230093597479,348
"ssp126--CMCC-ESM2--2075--2049","ssp126",0.06,0.35,0,95,0,62,68,87.83,0,0.3,0.1,0.45,19.3608692174881,349
"ssp126--CMCC-ESM2--2075--2050","ssp126",0.29,0.22,0,95,0.4,47,64,66.21,0.1,0.1,0.1,0.15,17.4437674018352,350
"ssp126--CMCC-ESM2--2075--2051","ssp126",0.31,0.33,0,105,0.1,42,53,65.39,0,0.6,0.1,0.4,18.5940436335244,351
"ssp126--CMCC-ESM2--2075--2052","ssp126",0,0.25,0,108,0,48,54,76.82,0,0.3,0.1,0.05,18.7696943481831,352
"ssp126--CMCC-ESM2--2075--2053","ssp126",0.15,0,0.3,113,0.1,56,62,81.29,0,0.5,0.2,0.35,18.7651754789548,353
"ssp126--CMCC-ESM2--2075--2054","ssp126",0.16,0.25,0,100,0.3,56,62,81.58,0,0.1,0.3,0.7,19.077958108276,354
"ssp126--CMCC-ESM2--2075--2055","ssp126",0.29,0.21,0.2,94,0.2,56,62,75.92,0,0.4,0.1,0.5,18.675440129335,355
"ssp126--CMCC-ESM2--2075--2056","ssp126",0.26,0.12,0,112,0.2,42,77,70.79,0,0.5,0,0.05,19.5238999370943,356
"ssp126--CMCC-ESM2--2075--2057","ssp126",0.36,0.45,0,115,0.2,53,62,82.26,0.3,1,0.1,0.55,18.9059903324181,357
"ssp126--CMCC-ESM2--2075--2058","ssp126",0.2,0.14,0,94,0.3,45,71,73.54,0,0.9,0.1,0.25,19.5509037181144,358
"ssp126--CMCC-ESM2--2075--2059","ssp126",0.17,0.55,0,107,0.1,62,68,81.65,0,0.1,0.2,0.15,19.1090553515232,359
"ssp126--CMCC-ESM2--2075--2060","ssp126",0.38,0.29,0,102,0.1,65,71,81.72,0,0.4,0,0.4,18.9669485912213,360
"ssp126--CMCC-ESM2--2075--2061","ssp126",0.37,0.57,0,99,0.1,58,70,84.22,0,0.2,0.2,0.4,18.3570734989805,361
"ssp126--CMCC-ESM2--2075--2062","ssp126",0.31,0.32,0,82,0.4,42,48,72.87,0.2,0.4,0.1,0.2,18.0100038291632,362
"ssp126--CMCC-ESM2--2075--2063","ssp126",0.24,0.36,0,104,0.1,60,66,81.07,0,1,0.4,0.7,19.5734630698932,363
"ssp126--CMCC-ESM2--2075--2064","ssp126",0.3,0.53,0,104,0.1,42,48,74.75,0.3,0.5,0.2,0.45,18.3491049105203,364
"ssp126--CMCC-ESM2--2075--2065","ssp126",0.26,0.34,0,88,0.2,50,63,81.34,0,0.4,0.2,0.15,19.0819389811272,365
"ssp126--CMCC-ESM2--2075--2066","ssp126",0.21,0.69,0,96,0.2,74,80,92.94,0,0.9,0.1,0.55,19.3828651591201,366
"ssp126--CMCC-ESM2--2075--2067","ssp126",0.25,0.34,0,102,0.2,63,69,82.83,0,0.2,0.3,0.1,19.4933917001529,367
"ssp126--CMCC-ESM2--2075--2068","ssp126",0.39,0.56,0,103,0.2,66,72,88.35,0.4,0.7,0.3,0.2,19.258138574667,368
"ssp126--CMCC-ESM2--2075--2069","ssp126",0.19,0.45,0,100,0.1,68,74,88.53,0,0.3,0.2,1,19.1778763945706,369
"ssp126--CMCC-ESM2--2075--2070","ssp126",0.23,0.36,0,100,0.1,42,52,71.85,0.1,0.3,0.3,0.4,17.9763102527861,370
"ssp126--CMCC-ESM2--2075--2071","ssp126",0.17,0.46,0,100,0.3,50,56,76.76,0,0,0.2,0.25,18.3821569228645,371
"ssp126--CMCC-ESM2--2075--2072","ssp126",0.06,0.2,0,105,0.2,58,64,78.47,0,0.2,0.1,0.1,18.6420869585217,372
"ssp126--CMCC-ESM2--2075--2073","ssp126",0.44,0.32,0,106,0.2,75,81,82.64,0,0.6,0.3,0.35,19.4780646454251,373
"ssp126--CMCC-ESM2--2075--2074","ssp126",0.32,0.36,0,106,0,42,48,65.17,0.6,0.3,0,0,17.1722314390568,374
"ssp126--CMCC-ESM2--2075--2075","ssp126",0.21,0.2,0,79,0.5,52,58,78.88,0,0.6,0.3,0.2,18.9208558113553,375
"ssp126--CMCC-ESM2--2075--2076","ssp126",0.26,0.35,0,89,0.3,51,57,79.38,0.2,0.4,0.3,0.45,17.9360516427987,376
"ssp126--CMCC-ESM2--2075--2077","ssp126",0.21,0.23,0,100,0.3,59,65,86.71,0,0.3,0.3,0.7,18.8174160609853,377
"ssp126--CMCC-ESM2--2075--2078","ssp126",0.17,0.21,0,101,0.2,65,71,89.9,0,0.1,0.4,0.05,19.4708418022356,378
"ssp126--CMCC-ESM2--2075--2079","ssp126",0.19,0.22,0,102,0.5,48,54,78.77,0,0.5,0,0.7,19.4117626955326,379
"ssp126--CMCC-ESM2--2075--2080","ssp126",0.42,0.39,0,107,0.1,67,79,84.7,0,1,0,0.3,19.1996247928047,380
"ssp126--CMCC-ESM2--2075--2081","ssp126",0.23,0.1,0.2,104,0.2,70,76,91.64,0.2,0.5,0.2,0.05,18.6229311362669,381
